license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
2363297,SOUTHVIEW MANOR,SOUTHVIEW,Long Term Care,1,3311 S MICHIGAN AVE ,CHICAGO,IL,60616,41.83433002,-87.62317381,3
2363298,COMMUNITY CARE CENTER,,Long Term Care,1,4314 S WABASH ,CHICAGO,IL,60653,41.81601419,-87.62479012,3
2363299,BIG 4'S CHOP SUEY,,Restaurant,1,5411 S HARLEM AVE ,CHICAGO,IL,60638,41.79355997,-87.80143106,23
2363314,CITGO,,Grocery Store,3,1745 W FOSTER AVE ,CHICAGO,IL,60640,41.97600178,-87.67383791,40
2363326,LION FOOD MARKET,,Grocery Store,3,3400 W LAKE ST ,CHICAGO,IL,60624,41.88475368,-87.71122979,28
2363438,FIRE JERK,,Restaurant,1,754 W GARFIELD BLVD ,CHICAGO,IL,60609,41.79441531,-87.64489156,20
2363441,I & O FOOD MART INC,,Restaurant,1,1359 W 79TH ST ,CHICAGO,IL,60620,41.75031663,-87.65852694,17
2363444,RIO'S GROCERY STORE,,Grocery Store,3,4425 W 55TH ST ,CHICAGO,IL,60632,41.79300179,-87.73404346,13
2363445,EIGHTY 4 FIFTY 8,,Restaurant,1,8458 S GREEN ST ,CHICAGO,IL,60620,41.73977126,-87.64508611,21
2363457,REES FOOD MARKET,,Grocery Store,2,2835 W 63RD ST ,CHICAGO,IL,60629,41.77898663,-87.69475311,17
2363465,CHICAGO WAY BBQ INC,BAR-B-Q HOUSE,Restaurant,1,3334 W CHICAGO AVE ,CHICAGO,IL,60651,41.89562614,-87.71035215,27
2363473,THE GARDNER SCHOOL LINCOLN PARK,THE GARDNER SCHOOL,Daycare Above and Under 2 Years,1,2850 N LINCOLN AVE ,CHICAGO,IL,60657,41.9335946,-87.66036913,32
2363516,CREPERIA NUEVO LEON,,Restaurant,1,1636-1638 W 18TH ST ,CHICAGO,IL,60608,41.85787859,-87.66775097,25
2363519,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,Restaurant,2,6606 W NORTH AVE ,Chicago,IL,60707,41.90919556,-87.79033774,29
2363573,5411 EMPANADAS,,Restaurant,2,1659 W DIVISION ST ,CHICAGO,IL,60622,41.90319824,-87.66979534,1
2363577,UBBAR LLC,UPTOWN UNDERGROUND,THEATER,3,4703-4713 N BROADWAY ,CHICAGO,IL,60640,41.96736359,-87.65856734,46
2363583,WING CITY RESTAURANT INC,WING CITY RESTAURANT,Restaurant,2,3005 W MADISON ST ,CHICAGO,IL,60612,41.88091464,-87.7014386,28
2363593,PARAMOUNT EVENTS,CAFE 121,Restaurant,2,121 W WACKER AVE ,CHICAGO,IL,60601,41.88670659,-87.63162997,42
2363607,CHRISTIAN L-E-G EARLY LEARNING CENTER,,Children's Services Facility,1,446-448 E 43RD ST ,CHICAGO,IL,60653,41.81678223,-87.61463974,3
2363608,DIVISION SWEET TOOTH,THE DIVISION SWEET TOOTH CANDY STORE,Grocery Store,2,3939 W DIVISION ST ,CHICAGO,IL,60651,41.90257162,-87.72532489,37
2363625,HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,HOMEWOOD SUITES,HOTEL,1,40 E GRAND AVE ,CHICAGO,IL,60611,41.89179678,-87.62649274,42
2363626,HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,HOMEWOOD SUITES,HOTEL,1,40 E GRAND AVE ,CHICAGO,IL,60611,41.89179678,-87.62649274,42
2363627,HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,HOMEWOOD SUITES,HOTEL,3,40 E GRAND AVE ,CHICAGO,IL,60611,41.89179678,-87.62649274,42
2363630,HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,HOMEWOOD SUITES,HOTEL,1,40 E GRAND AVE ,CHICAGO,IL,60611,41.89179678,-87.62649274,42
2363636,SHOP 4 LESS,,Grocery Store,3,1532-34 N PULASKI RD ,CHICAGO,IL,60651,41.90910776,-87.72663415,26
2363645,DOLLAR TREE #5705,DOLLAR TREE,Grocery Store,3,4319 S ARCHER AVE ,CHICAGO,IL,60632,41.81498175,-87.70256191,15
2363659,BASCULE WINE BAR & AMERICAN BISTRO,,Restaurant,1,1421 W TAYLOR ,CHICAGO,IL,60607,41.86921678,-87.66249389,28
2363660,BASCULE WINE BAR & AMERICAN BISTRO,,Restaurant,1,1421 W TAYLOR ,CHICAGO,IL,60607,41.86921678,-87.66249389,28
2363671,TOMS SHOES,,Restaurant,2,1611 N DAMEN AVE ,CHICAGO,IL,60647,41.91079711,-87.6773247,2
2363676,CECILIA'S BAKERY,,Bakery,1,5055 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93132774,-87.75368265,31
2363678,HDOG FAST FOOD,,Restaurant,1,5341 S ARCHER AVE ,CHICAGO,IL,60632,41.79877258,-87.74149891,14
2363679,SENOR PAN EXPRESS,,Restaurant,1,5059 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93132565,-87.75383505,31
2363714,MOE'S  SOUTHWEST GRILL,,Restaurant,1,1953 N CLYBOURN AVE ,CHICAGO,IL,60614,41.9165503,-87.65716548,43
2363720,AU BON PAIN,,Restaurant,2,259 E ERIE ST ,CHICAGO,IL,60611,41.89408538,-87.62040431,42
2363725,MAGO'S TAMALES & TAQUERIA,MAGO'S TACOS & TAMALES,Restaurant,1,5211 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93128345,-87.75692121,31
2363746,CHICAGO CHILD CARE SOCIETY,,Children's Services Facility,1,7000 S PARNELL AVE ,CHICAGO,IL,60621,41.76701661,-87.63854661,6
2363747,HOPE COFFEEHOUSE,HOPE CAFE,Restaurant,2,2431 W ROOSEVELT RD ,CHICAGO,IL,60608,41.86649382,-87.68682968,28
2363755,FARMER'S MARKET,FARMER'S MARKET/T3 ROTUNDA,Grocery Store,3,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363759,LA TAPENADE EXPRESS E09,LA TAPENADE EXPRESS/T2 E9,KIOSK,3,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363760,FRONTERA TORTAS BY RICK  BAYLESS,FRONTERA TORTAS BY RICK BAYLESS (T1-B11),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363761,FRONTERA TORTAS BY RICK  BAYLESS,FRONTERA TORTAS BY RICK BAYLESS (T1-B11),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363762,STARBUCKS L03,STARBUCKS/T3 L3,Restaurant,2,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363763,FRONTERA TORTAS  BY RICK BAYLESS GATE K4 T3,FRONTERA TORTAS BY RICK BAYLESS (T3 K4),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363764,FRONTERA TORTAS  BY RICK BAYLESS GATE K4 T3,FRONTERA TORTAS BY RICK BAYLESS (T3 K4),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363766,LA TAPENADE GATE H14,LA TAPENADE   T3  H14,Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363768,FRITZ,,Bakery,1,2231 N LINCOLN AVE ,CHICAGO,IL,60614,41.92268911,-87.64469334,43
2363769,BEAUDEVIN WINE BAR,BEAUDEVIN WINE BAR/T1 C-16,Restaurant,3,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363770,BEAUDEVIN WINE BAR,BEAUDEVIN WINE BAR/T1 C-16,Restaurant,3,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363771,ICE BAR,ICE BAR (T3 L2),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363772,ICE BAR,ICE BAR (T3 L2),Restaurant,1,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363773,CONNECT THRU CHICAGO,CONNECT THRU CHICAGO (T2 GATE F1),Restaurant,2,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363774,CONNECT THRU CHICAGO,CONNECT THRU CHICAGO (T2 GATE F1),Restaurant,2,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363795,SUBWAY,,Restaurant,1,2412 N LINCOLN AVE ,CHICAGO,IL,60614,41.92568535,-87.64930844,43
2363800,HILTON GARDEN INN CHICAGO NORTH LOOP,,Restaurant,1,66 E WACKER PL ,CHICAGO,IL,60601,41.88692341,-87.62538653,42
2363801,HILTON GARDEN INN CHICAGO NORTH LOOP,,Restaurant,1,66 E WACKER PL ,CHICAGO,IL,60601,41.88692341,-87.62538653,42
2363807,WINDY CITY CARVERS,WINDY CITY CARVERS/T3 L7,Restaurant,2,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844,41
2363811,THE GERAGHTY,,Banquet,1,2520 S HOYNE AVE ,CHICAGO,IL,60608,41.84607804,-87.6782501,25
2363812,THE GERAGHTY,,Banquet,1,2520 S HOYNE AVE ,CHICAGO,IL,60608,41.84607804,-87.6782501,25
2363817,EL SUPERMERCADO MARTINEZ,SUPERMERCADO MARTINEZ,Grocery Store,2,4301 S ARCHER AVE ,CHICAGO,IL,60632,41.81530069,-87.7020416,15
2363824,AMSTAR,,Grocery Store,2,5035-5051 W DIVISION ST ,CHICAGO,IL,60651,41.90217744,-87.75231664,37
2363826,MUSKIE'S,,Restaurant,2,2878 N LINCOLN AVE ,CHICAGO,IL,60657,41.93416882,-87.66117542,32
2363833,CBA,,Restaurant,1,11 N WELLS ST ,CHICAGO,IL,60606,41.88224051,-87.63369063,42
2363848,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,,Children's Services Facility,1,2902-2906 N CENTRAL PARK AVE ,CHICAGO,IL,60618,41.93396417,-87.7173909,30
2363849,NIEMCZYK P&P INC.,LOOP SOUP,Restaurant,1,131 N CLINTON ST ,CHICAGO,IL,60661,41.88418751,-87.64111967,42
2363853,RESTAURANTE AMATEPEC ESTADO DE MEXICO,,Restaurant,1,3143 W 51ST ST ,CHICAGO,IL,60632,41.8007213,-87.70307308,14
2363877,GOLOCITO,,Restaurant,1,4614 N KEDZIE AVE ,CHICAGO,IL,60625,41.96516872,-87.70851843,33
2363887,VERSAILLE'S MASSAGE AND BAR,,MASSAGE BAR,3,1329 S MICHIGAN AVE ,CHICAGO,IL,60605,41.86495007,-87.6239479,3
2363890,EXPRESS FOOD & DELI,,Grocery Store,2,7701 S RACINE AVE ,CHICAGO,IL,60620,41.7540479,-87.65368522,17
2363900,COSI,,Restaurant,1,259 E ERIE ST ,CHICAGO,IL,60611,41.89408538,-87.62040431,42
2363903,MARRIOTT CHICAGO MEDICAL DISTRICT,,Restaurant,1,625 S ASHLAND AVE ,CHICAGO,IL,60607,41.87343457,-87.66643368,28
2363904,MARRIOTT CHICAGO MEDICAL DISTRICT,,Restaurant,1,625 S ASHLAND AVE ,CHICAGO,IL,60607,41.87343457,-87.66643368,28
2363907,MARRIOTT CHICAGO MEDICAL DISTRICT,,Restaurant,1,625 S ASHLAND AVE ,CHICAGO,IL,60607,41.87343457,-87.66643368,28
2363927,LETIZIA'S FIORE,,Restaurant,3,2456 N CALIFORNIA AVE ,CHICAGO,IL,60647,41.92648029,-87.69760793,1
2363946,HAPPY ARTS,WINDY CITY PLAYHOUSE,THEATRE,3,3014-3016 W IRVING PARK RD ,CHICAGO,IL,60618,41.9540554,-87.70383364,33
2363956,STONY ISLAND MART INC.,BP,Grocery Store,3,7448 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.75912381,-87.58629429,8
2363978,MS. VETTS WAY CORP,,Restaurant,1,6237 N WESTERN AVE ,CHICAGO,IL,60659,41.99520237,-87.68965321,50
2363997,SLICE N DICE,,Restaurant,2,2364 N LINCOLN AVE ,CHICAGO,IL,60614,41.9249707,-87.64830657,43
2364049,DUNKIN DONUTS,,Restaurant,2,205 W WACKER DR ,CHICAGO,IL,60606,41.8867073,-87.63415039,42
2364051,BERRISTA COFFEE,,Restaurant,2,4219 W IRVING PARK AVE ,CHICAGO,IL,60641,41.95347549,-87.73335423,45
2364054,LA COCINITA FOOD TRUCK CHICAGO,,Mobile Food Preparer,1,7770 FRONTAGE RD ,SKOKIE ,IL,60077,,,
2364055,CANDYALITY,,Grocery Store,3,835 N MICHIGAN AVE ,CHICAGO,IL,60611,41.89774086,-87.62396132,2
2364132,19 EAST,19 EAST GALLERY,Catering,3,19 E 21ST ST ,CHICAGO,IL,60616,41.85414552,-87.62620595,3
2364143,JAMAICA ISLAND JERK CHICKEN,,Mobile Food Dispenser,3,5058 S HALSTED ST ,CHICAGO,IL,60609,41.80162842,-87.64549201,20
2364145,DAILY FOOD MARKET INC,DAILY FOOD MARKET,Grocery Store,2,3839 W AUGUSTA BLVD ,CHICAGO,IL,60651,41.89894066,-87.72277385,37
2364148,BIG BOWL/ BIG CITY CHICKEN,,Restaurant,1,600 E GRAND AVE ,CHICAGO,IL,60611,41.89209414,-87.61156988,42
2364149,FRANKIE'S PIZZA BY THE SLICE,FRANKIE'S PIZZA,Restaurant,2,600 E GRAND AVE ,CHICAGO,IL,60611,41.89209414,-87.61156988,42
2364151,BABY BABA,,Restaurant,1,3944 W CHICAGO AVE ,CHICAGO,IL,60651,41.89548303,-87.72538177,37
2364154,TOTS LAND,,Children's Services Facility,1,2637-2641 N HARLEM AVE ,CHICAGO,IL,60707,41.92826462,-87.80625832,29
2364163,CHINA CAFE,,Restaurant,1,2300 S WENTWORTH AVE ,CHICAGO,IL,60616,41.85093939,-87.63212018,25
2364192,Heritage Outpost,,Restaurant,2,1325 W wilson AVE ,CHICAGO,IL,60640,41.96520578,-87.66351424,46
2364198,YUN DING,,Restaurant,1,2002 S WENTWORTH AVE ,CHICAGO,IL,60616,41.8552817,-87.63199264,25
2364208,DRINKS ON ME CATERING,,Catering,1,2604 S WENTWORTH AVE ,CHICAGO,IL,60616,41.84537217,-87.63196887,11
2364209,DRINKS ON ME CATERING,,Catering,1,2604 S WENTWORTH AVE ,CHICAGO,IL,60616,41.84537217,-87.63196887,11
2364211,GARRETT POPCORN SHOPS,,Restaurant,2,151 N MICHIGAN AVE ,CHICAGO,IL,60601,41.88454011,-87.62430852,42
2364239,BENNY'S PIZZA,,Restaurant,1,1244 W 18TH ST ,CHICAGO,IL,60608,41.85803142,-87.65822434,25
2364260,GOOD STUFF EATERY,,Restaurant,1,22 S WABASH AVE ,CHICAGO,IL,60603,41.88152837,-87.62634253,42
2364263,ALLIANCE PATISSERIE,ALLIANCE PATESSERIE,Restaurant,2,615 N STATE ST ,CHICAGO,IL,60654,41.89301709,-87.62797013,42
2364267,SUPER MERCADO AL RAZA,,Grocery Store,1,1645 W 47TH ST ,CHICAGO,IL,60609,41.80847786,-87.66674535,20
2364283,SUPER SUB AND GYROS 2 INC.,,Restaurant,2,2451 W 63RD ST ,CHICAGO,IL,60629,41.77911845,-87.68575152,16
2364308,COALFIRE PIZZA,,Restaurant,1,3705-3707 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94909156,-87.66392624,44
2364309,COALFIRE PIZZA,,Restaurant,1,3705-3707 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94909156,-87.66392624,44
2364314,MEME WOK,,Restaurant,1,7601 S CICERO AVE ,CHICAGO,IL,60652,41.75466012,-87.74138476,18
2364330,SAUGANASH SCHOOL FOR THE YOUNG YEARS,,Children's Services Facility,3,4541 W PETERSON AVE ,,IL,60646,41.98985673,-87.74242662,39
2364347,NICO'S BABY ACADEMY,,Daycare (Under 2 Years),1,133 W 111TH ST ,CHICAGO,IL,60628,41.69242558,-87.6271794,34
2364363,OUTDOOR CAFE,,Restaurant,1,3257 W BRYN MAWR AVE ,CHICAGO,IL,60659,41.98293113,-87.71115251,39
2364371,LACUNA ENTERTAINMENT,,Liquor,3,2150 S CANALPORT AVE ,CHICAGO,IL,60608,41.85330146,-87.6499297,25
2364373,LACUNA ENTERTAINMENT,,Liquor,3,2150 S CANALPORT AVE ,CHICAGO,IL,60608,41.85330146,-87.6499297,25
2364374,PITA HEAVEN,,Restaurant,1,1676 W OGDEN AVE ,CHICAGO,IL,60612,41.87920455,-87.66899491,27
2364401,DUNKIN' DONUTS,,Restaurant,2,1938 W NORTH AVE ,CHICAGO,IL,60622,41.91061185,-87.67650857,2
2364404,FOSTER GROCERY PLUS,,Grocery Store,3,3358 W FOSTER AVE ,CHICAGO,IL,60625,41.97580063,-87.71349867,39
2364410,ADAM FOOD & TOBACCO,,Grocery Store,3,4007 W MONTROSE AVE ,CHICAGO,IL,60641,41.96083305,-87.72813736,39
2364414,CHINA HUT,,Restaurant,1,2311 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96853043,-87.68692173,47
2364438,ARMANETTI EXPRESS WINE- SPIRITS-FOOD,ARMANETTI EXPRESS,Liquor,3,4757 W FULLERTON AVE ,CHICAGO,IL,60639,41.92413166,-87.74615871,31
2364439,ARMANETTI EXPRESS WINE- SPIRITS-FOOD,ARMANETTI EXPRESS,Liquor,3,4757 W FULLERTON AVE ,CHICAGO,IL,60639,41.92413166,-87.74615871,31
2364468,C FISH HOUSE,C CHICAGO,Restaurant,1,20 W KINZIE ST ,CHICAGO,IL,60654,41.88935203,-87.62884885,42
2364469,C FISH HOUSE,C CHICAGO,Restaurant,1,20 W KINZIE ST ,CHICAGO,IL,60654,41.88935203,-87.62884885,42
2364478,WENTWORTH RESTAURANT,,Restaurant,2,154 W 95TH ST ,CHICAGO,IL,60628,41.72177135,-87.62843656,21
2368037,FIORE'S DELICATESSEN,,Grocery Store,1,2258 W ERIE ST ,CHICAGO,IL,60612,41.89317144,-87.68419975,26
2368038,ANDORKA'S SANDWICH SHOP,,Restaurant,2,2110 S HALSTED ST ,CHICAGO,IL,60608,41.85385894,-87.64667407,11
2368044,SUPER JALAPENO GRILL INC.,SUPER JALAPENO GRILL,Restaurant,1,3835 W FULLERTON AVE ,CHICAGO,IL,60647,41.92441607,-87.72331978,35
2368056,RACINE FOOD & GENERAL MERCHANDISE,,Grocery Store,2,5500 S RACINE AVE ,CHICAGO,IL,60636,41.79372769,-87.65500998,16
2368068,MY SWEET STATION INC,MY SWEET STATION,Restaurant,1,2511 N LINCOLN AVE ,CHICAGO,IL,60614,41.92757678,-87.65152817,43
2368161,BAD HUNTER,,Restaurant,1,802 W RANDOLPH ST ,CHICAGO,IL,60607,41.88451431,-87.64758485,27
2368162,BAD HUNTER,,Restaurant,3,802 W RANDOLPH ST ,CHICAGO,IL,60607,41.88451431,-87.64758485,27
2368165,IKE BUKURO SUSHI HOUSE,,Restaurant,1,2002 S WENTWORTH AVE ,CHICAGO,IL,60616,41.8552817,-87.63199264,25
2368174,RUK SUSHI & THAI,,Restaurant,1,4700 N KIMBALL AVE ,CHICAGO,IL,60625,41.96667123,-87.71345815,33
2368177,BANH MI BA GET,,Restaurant,1,3548 N SOUTHPORT AVE ,CHICAGO,IL,60657,41.94669922,-87.66415264,44
2368187,LOLLI AND POPS,,Grocery Store,2,131 N CLINTON ST ,CHICAGO,IL,60661,41.88418751,-87.64111967,42
2368190,MAMA MECHE RESTAURANT,,Restaurant,1,2500 N ASHLAND AVE ,CHICAGO,IL,60614,41.92705136,-87.66835948,32
2368212,FOUR STAR LOUNGE,,Restaurant,1,2666 - 2668 N HALSTED ST ,CHICAGO,IL,60614,41.9309067,-87.64909751,43
2368213,FOUR STAR LOUNGE,,Restaurant,1,2666 - 2668 N HALSTED ST ,CHICAGO,IL,60614,41.9309067,-87.64909751,43
2368238,NORTHWEST HWY BP,,GAS STATION,3,5210 N NORTHWEST HWY ,CHICAGO,IL,60630,41.97525807,-87.76880657,45
2368244,LOU MALNATI'S PIZZERIA,,Restaurant,1,4340 N LINCOLN AVE ,CHICAGO,IL,60618,41.96074325,-87.6835484,47
2368245,LOU MALNATI'S PIZZERIA,,Restaurant,1,4340 N LINCOLN AVE ,CHICAGO,IL,60618,41.96074325,-87.6835484,47
2368253,LITTLE SAIGON BAGUETTE,,Restaurant,1,5249-5251 N BROADWAY ,CHICAGO,IL,60640,41.97777277,-87.65975991,48
2368265,TBD,,Grocery Store,3,1636 N CICERO AVE ,CHICAGO,IL,60639,41.91076133,-87.74605302,37
2368267,TBD,,Grocery Store,3,1636 N CICERO AVE ,CHICAGO,IL,60639,41.91076133,-87.74605302,37
2368284,WOKSTATION,,Restaurant,1,39 N WELLS ST ,CHICAGO,IL,60606,41.88294581,-87.6337126,42
2368311,AMERICAN WILDBURGER,,Restaurant,1,1234 N HALSTED ST ,CHICAGO,IL,60642,41.90450211,-87.64826687,27
2368339,MOODY TONGUE  BREWING COMPANY,,Restaurant,1,2136 S PEORIA ST ,CHICAGO,IL,60608,41.85279434,-87.64828384,25
2368355,LEBNAN SWEETS,,Bakery,2,4638 N KEDZIE AVE ,CHICAGO,IL,60625,41.96580456,-87.70854045,33
2368358,NORTH GARDEN,,Restaurant,1,1007 W ARGYLE ST ,CHICAGO,IL,60640,41.97319805,-87.65524806,48
2368402,WHOLE FOODS MARKET,,Grocery Store,1,5118 S LAKE PARK ,CHICAGO,IL,60615,41.80182963,-87.58782605,4
2368404,WHOLE FOODS MARKET,,Grocery Store,1,5118 S LAKE PARK ,CHICAGO,IL,60615,41.80182963,-87.58782605,4
2368405,WHOLE FOODS MARKET,,Grocery Store,1,5118 S LAKE PARK ,CHICAGO,IL,60615,41.80182963,-87.58782605,4
2368419,BABA $ PLUS MARKET INC.,BABA DOLLAR PLUS MARKET,Grocery Store,2,7300 S JEFFERY BLVD ,CHICAGO,IL,60649,41.7624914,-87.57636752,5
2368421,FREEHAND CHICAGO,,Restaurant,1,17-19 E OHIO ST ,CHICAGO,IL,60611,41.89237249,-87.62732944,42
2368422,FREEHAND CHICAGO,,Restaurant,3,17-19 E OHIO ST ,CHICAGO,IL,60611,41.89237249,-87.62732944,42
2368425,CAFE FRESH INC.,CAFE FRESH,Restaurant,1,1030 N CLARK ST ,CHICAGO,IL,60610,41.90153198,-87.63152607,2
2368428,WELLNESS DAY,,Restaurant,2,5756 S ARCHER AVE ,CHICAGO,IL,60638,41.79671303,-87.75664849,14
2368441,LAURA'S CATERING SERVICE,,Mobile Food Dispenser,3,2637 S THROOP ST ,CHICAGO,IL,60608,41.84467072,-87.65496222,11
2368444,MACHU PICCHU,,Restaurant,1,3856 N ASHLAND AVE ,CHICAGO,IL,60613,41.9523159,-87.66914564,47
2368462,THE CHICAGO THEATER WORKS,WE GOTTA BINGO,Restaurant,3,1113-1115 W BELMONT AVE ,CHICAGO,IL,60657,41.93975571,-87.65709968,44
2368463,THE CHICAGO THEATER WORKS,WE GOTTA BINGO,Restaurant,2,1113-1115 W BELMONT AVE ,CHICAGO,IL,60657,41.93975571,-87.65709968,44
2368464,THE WINDSOR,,Restaurant,1,160 E HURON ST ,CHICAGO,IL,60611,41.89506702,-87.62302721,42
2368465,THE WINDSOR,,Restaurant,1,160 E HURON ST ,CHICAGO,IL,60611,41.89506702,-87.62302721,42
2368468,MANA FOOD BAR,,Restaurant,1,1742 W DIVISION ST ,CHICAGO,IL,60622,41.90338676,-87.67174027,1
2368469,MANA FOOD BAR,,Restaurant,1,1742 W DIVISION ST ,CHICAGO,IL,60622,41.90338676,-87.67174027,1
2368477,GOOD STUFF EATERY,,Restaurant,1,22 S WABASH AVE ,CHICAGO,IL,60603,41.88152837,-87.62634253,42
2368496,DA PIZZA DUDE,,Mobile Food Preparer,2,2300 S THROOP ST ,CHICAGO,IL,60608,41.85045102,-87.65879786,25
2368516,Plenty,,Grocery Store,2,2036 W DIVISION ST ,CHICAGO,IL,60622,41.90327356,-87.67874776,1
2368517,LARAMIE MINI MARKET INC.,,Grocery Store,2,338 S LARAMIE AVE ,CHICAGO,IL,60644,41.87556917,-87.75503259,29
2368519,YARD HOUSE,,Restaurant,1,1500 N CLYBOURN ST ,CHICAGO,IL,60610,41.90856014,-87.64645269,27
2368520,YARD HOUSE,,Restaurant,1,1500 N CLYBOURN ST ,CHICAGO,IL,60610,41.90856014,-87.64645269,27
2368531,METRO SPICE MART,,Grocery Store,3,229 S JEFFERSON ST ,CHICAGO,IL,60661,41.8783961,-87.64240166,42
2368554,STAR KITCHEN,,Restaurant,1,3110 S SHIELDS AVE ,CHICAGO,IL,60616,41.83781289,-87.63545683,11
2368562,LEARNING THROUGH PLAY CENTER,,Children's Services Facility,1,4310 W FULLERTON AVE ,CHICAGO,IL,60639,41.92450053,-87.7345744,31
2368572,MARIANO CAFE,,Restaurant,1,4825 W ARMITAGE AVE ,CHICAGO,IL,60639,41.9168114,-87.74723169,36
2368584,VIA LIMA RESTAURANT,,Restaurant,1,4024 N LINCOLN AVE ,CHICAGO,IL,60618,41.95492304,-87.67945709,47
2368585,VIA LIMA RESTAURANT,,,,4024 N LINCOLN AVE ,CHICAGO,IL,60618,41.95492304,-87.67945709,47
2368590,FAMILIA REYES CLUB,,Restaurant,2,4559 W 59TH ST ,CHICAGO,IL,60629,41.7856741,-87.73756077,13
2368599,MR. QUILES MEXICAN FOOD,,Mobile Food Preparer,2,2300 S THROOP ST ,CHICAGO,IL,60608,41.85045102,-87.65879786,25
2368604,REMINGTON'S,,Restaurant,1,20 N MICHIGAN AVE ,CHICAGO,IL,60602,41.8825402,-87.62453094,42
2368605,REMINGTON'S,,Restaurant,1,20 N MICHIGAN AVE ,CHICAGO,IL,60602,41.8825402,-87.62453094,42
2368611,JOHNNY'S GRILL I,,Restaurant,1,2545-2547 N KEDZIE BLVD ,CHICAGO,IL,60647,41.92787854,-87.70692519,32
2368636,EL ORIGINAL GALLO BRAVO,,Restaurant,1,4503-4505 N KEDZIE AVE ,CHICAGO,IL,60625,41.96315679,-87.7081596,33
2368646,DIEZ Y 8,VIO CAFE & GRILL,Restaurant,2,2000 W 18TH ST ,CHICAGO,IL,60608,41.85777101,-87.67611957,25
2368659,BIG BOWL/ BIG CITY CHICKEN,,Restaurant,1,600 E GRAND AVE ,CHICAGO,IL,60611,41.89209414,-87.61156988,42
2368662,CHIEF O'NEILLS PUB AND RESTAURANT,,Restaurant,1,3471-3479 N ELSTON AVE ,CHICAGO,IL,60618,41.94431195,-87.70525482,33
2368663,CHIEF O'NEILLS PUB AND RESTAURANT,,Restaurant,1,3471-3479 N ELSTON AVE ,CHICAGO,IL,60618,41.94431195,-87.70525482,33
2368665,MUCHIN COLLEGE PREP,,School,1,1 N STATE ST ,CHICAGO,IL,60602,41.88211763,-87.62767361,42
2368671,7-ELEVEN #33763B,7-ELEVEN,Grocery Store,2,6200 N SAYRE AVE ,CHICAGO,IL,60631,41.99439639,-87.80239444,41
2368673,7-ELEVEN #33835B,,Grocery Store,1,2710 N LINCOLN AVE ,CHICAGO,IL,60614,41.93089694,-87.65659815,43
2368675,7-ELEVEN #33835B,,Grocery Store,1,2710 N LINCOLN AVE ,CHICAGO,IL,60614,41.93089694,-87.65659815,43
2368683,SALERO,,Restaurant,1,621-623 W RANDOLPH ST ,CHICAGO,IL,60661,41.88432009,-87.64368972,42
2368684,SALERO,,Restaurant,1,621-623 W RANDOLPH ST ,CHICAGO,IL,60661,41.88432009,-87.64368972,42
2368685,KING GARDEN,KING GARDEN CHINESE RESTAURANT,Restaurant,1,6954-6956 W NORTH AVE ,CHICAGO,IL,60707,41.90907575,-87.7993386,29
2368709,HALSTED FOOD,,Grocery Store,3,7349 S HALSTED ,CHICAGO,IL,60621,41.76011987,-87.64413723,6
